epoch,top1err,loss
1,0.944712977856398,5.67262935638428
2,0.771545261144638,3.85313272476196
3,0.670426160097122,3.18172550201416
4,0.62070968747139,2.87831711769104
5,0.586793065071106,2.69175744056702
6,0.566097110509872,2.57003021240234
7,0.55190846323967,2.48302149772644
8,0.543296605348587,2.44239354133606
9,0.532036870718002,2.38109350204468
10,0.524517893791199,2.35327124595642
11,0.515568792819977,2.29976677894592
12,0.514319807291031,2.29301762580872
13,0.509523630142212,2.26441884040833
14,0.507300406694412,2.25102734565735
15,0.507300406694412,2.25006413459778
16,0.502179503440857,2.22589445114136
17,0.501536279916763,2.21974349021912
18,0.497564435005188,2.20010638237
19,0.49478542804718,2.19645309448242
20,0.495228826999664,2.19267344474792
21,0.493767499923706,2.17656445503235
22,0.494710505008698,2.18556618690491
23,0.489252328872681,2.16116666793823
24,0.488140761852264,2.16098356246948
25,0.489758193492889,2.1592743396759
26,0.487441301345825,2.14738512039185
27,0.485043227672577,2.1436276435852
28,0.48567396402359,2.14376401901245
29,0.485898792743683,2.14022731781006
30,0.482189238071442,2.12929725646973
31,0.373026609420776,1.58960974216461
32,0.346085608005524,1.46043598651886
33,0.334332525730133,1.40530574321747
34,0.327506721019745,1.36885380744934
35,0.32312273979187,1.35397589206696
36,0.322248458862305,1.34674847126007
37,0.319769203662872,1.33235001564026
38,0.318301618099213,1.32249438762665
39,0.318345308303833,1.32127952575684
40,0.315834820270538,1.31725180149078
41,0.315734922885895,1.31398057937622
42,0.315984725952148,1.31418228149414
43,0.315716207027435,1.31195557117462
44,0.315410196781158,1.31075847148895
45,0.31662791967392,1.30491900444031
46,0.316009700298309,1.31590795516968
47,0.315066695213318,1.30600476264954
48,0.315997183322906,1.30645132064819
49,0.313705265522003,1.29903972148895
50,0.315953493118286,1.30420100688934
51,0.314386010169983,1.29693937301636
52,0.31473571062088,1.30295836925507
53,0.311825513839722,1.28989505767822
54,0.311482071876526,1.29051446914673
55,0.310239315032959,1.28428268432617
56,0.311944186687469,1.28962242603302
57,0.310089409351349,1.28372585773468
58,0.309664785861969,1.27623426914215
59,0.309227645397186,1.27552628517151
60,0.308821678161621,1.2728031873703
61,0.260248064994812,1.06701850891113
62,0.245253801345825,1.00390601158142
63,0.239464700222015,0.977495849132538
64,0.235942482948303,0.958574175834656
65,0.233175933361053,0.948288261890411
66,0.230222046375275,0.93737381696701
67,0.229079246520996,0.930182695388794
68,0.227311909198761,0.920915424823761
69,0.226281464099884,0.916064918041229
70,0.221641421318054,0.89782840013504
71,0.221291720867157,0.895827293395996
72,0.222609400749207,0.89717960357666
73,0.218437731266022,0.888557493686676
74,0.21894359588623,0.887484848499298
75,0.214728236198425,0.874319612979889
76,0.216901481151581,0.875747442245483
77,0.214060008525848,0.86367928981781
78,0.213354289531708,0.863597571849823
79,0.210156857967377,0.847764551639557
80,0.209882080554962,0.847209453582764
81,0.210775136947632,0.851308703422546
82,0.208757996559143,0.840660393238068
83,0.208345830440521,0.845388948917389
84,0.207440316677093,0.836551249027252
85,0.205966472625732,0.833200991153717
86,0.205710411071777,0.832387924194336
87,0.202275693416596,0.815140962600708
88,0.202306926250458,0.818422138690949
89,0.205928981304169,0.82709926366806
90,0.20293140411377,0.820027589797974
