epoch,top1err,loss
1,0.325308501720428,1.48047161102295
2,0.308590650558472,1.40374326705933
3,0.307154297828674,1.3878687620163
4,0.306036412715912,1.38176143169403
5,0.305667996406555,1.37905883789063
6,0.305499374866486,1.37339818477631
7,0.305374443531036,1.3711222410202
8,0.305711686611176,1.38431704044342
9,0.304768681526184,1.37090957164764
10,0.30562424659729,1.37475657463074
11,0.30223947763443,1.36310589313507
12,0.306635916233063,1.37671840190887
13,0.30358213186264,1.36950016021729
14,0.304587602615356,1.36926698684692
15,0.306423604488373,1.37961995601654
16,0.30521833896637,1.37395107746124
17,0.30473119020462,1.37446284294128
18,0.303613364696503,1.36732518672943
19,0.30464380979538,1.37492489814758
20,0.306536018848419,1.37480807304382
21,0.305767893791199,1.37274348735809
22,0.306248724460602,1.37711203098297
23,0.30358213186264,1.36349618434906
24,0.304075479507446,1.36812889575958
25,0.305649220943451,1.37287950515747
26,0.30379444360733,1.36605703830719
27,0.304706215858459,1.36864674091339
28,0.303394794464111,1.36651921272278
29,0.30428159236908,1.3644517660141
30,0.302913904190063,1.36343920230865
31,0.255926489830017,1.06895196437836
32,0.248188972473145,1.01375436782837
33,0.24550986289978,0.998294830322266
34,0.244142174720764,0.986222863197327
35,0.245778381824493,0.992572963237762
36,0.246078133583069,0.997362852096558
37,0.24514764547348,0.990394592285156
38,0.244754195213318,0.983698487281799
39,0.244454443454742,0.988939225673676
40,0.245053946971893,0.99141651391983
41,0.244385719299316,0.98731940984726
42,0.244317054748535,0.989460945129394
43,0.244523108005524,0.986513614654541
44,0.244604289531708,0.988487124443054
45,0.244367003440857,0.982918441295624
46,0.246665179729462,0.993096828460693
47,0.243561387062073,0.98213130235672
48,0.243430256843567,0.984054744243622
49,0.241862773895264,0.9813112616539
50,0.245447397232056,0.989991426467896
51,0.246184289455414,0.988736927509308
52,0.246028184890747,0.993983626365662
53,0.243261635303497,0.98025107383728
54,0.245047688484192,0.986394643783569
55,0.243324100971222,0.984291672706604
56,0.245959460735321,0.98944479227066
57,0.245953261852264,0.990396618843079
58,0.244491934776306,0.984524190425873
59,0.245640993118286,0.987148880958557
60,0.245453655719757,0.988915801048279
61,0.239883065223694,0.969634532928467
62,0.238028347492218,0.955846071243286
63,0.236142337322235,0.949946403503418
64,0.235798835754395,0.951780378818512
65,0.235836327075958,0.950730502605438
66,0.236542046070099,0.954070746898651
67,0.235911250114441,0.950953900814056
68,0.235954999923706,0.952744662761688
69,0.236866772174835,0.952483892440796
70,0.235149383544922,0.945704758167267
71,0.235111892223358,0.948589861392975
72,0.238221943378448,0.957189619541168
73,0.235280513763428,0.950645744800568
74,0.236904203891754,0.956862032413483
75,0.235111892223358,0.951938331127167
76,0.235836327075958,0.95443469285965
77,0.235661447048187,0.945676386356354
78,0.23605489730835,0.953242897987366
79,0.234943270683289,0.943815767765045
80,0.234974503517151,0.944427847862244
81,0.237097799777985,0.952340304851532
82,0.234643518924713,0.943720102310181
83,0.237303912639618,0.959865689277649
84,0.235061943531036,0.950889945030212
85,0.235093176364899,0.953120410442352
86,0.237116575241089,0.955677330493927
87,0.233931601047516,0.942534148693085
88,0.234824657440186,0.948571920394897
89,0.236616969108582,0.9580038189888
90,0.236916720867157,0.955260515213013
